product,effective_date,notice_date,initial_margin,maintenance_margin,source_file,prev_maintenance_margin,prev_business_date,margin_short,prev_margin_short,pct_change,direction,tier_code,n_tiers_changed,n_tiers_total,frac_tiers_shift_match,likely_roll_shift,methodology_transition,is_series_start
CL,2025-07-18,,,6188.0,CL-2023-to-present.pdf,6202.0,2025-07-17,5532.0,5554.0,-0.0022573363431150906,decrease,CL-1,110,120,0.025,False,False,False
CL,2025-07-21,,,6188.0,CL-2023-to-present.pdf,6188.0,2025-07-18,5508.0,5532.0,0.0,short_side_only_change,CL-1,61,120,0.067,False,False,False
CL,2025-07-22,,,6212.0,CL-2023-to-present.pdf,6188.0,2025-07-21,5534.0,5508.0,0.003878474466709747,increase,CL-1,83,120,0.042,False,False,False
CL,2025-07-23,,,6205.0,CL-2023-to-present.pdf,6212.0,2025-07-22,5503.0,5534.0,-0.0011268512556342758,decrease,CL-1,114,120,0.034,False,False,False
CL,2025-07-24,,,6209.0,CL-2023-to-present.pdf,6205.0,2025-07-23,5505.0,5503.0,0.0006446414182110782,increase,CL-1,62,120,0.059,False,False,False
CL,2025-07-25,,,6215.0,CL-2023-to-present.pdf,6209.0,2025-07-24,5513.0,5505.0,0.0009663391850538439,increase,CL-1,66,120,0.059,False,False,False
CL,2025-07-28,,,6229.0,CL-2023-to-present.pdf,6215.0,2025-07-25,5506.0,5513.0,0.002252614641995221,increase,CL-1,112,120,0.067,False,False,False
CL,2025-07-29,,,6221.0,CL-2023-to-present.pdf,6229.0,2025-07-28,5502.0,5506.0,-0.0012843152994059803,decrease,CL-1,104,120,0.05,False,False,False
CL,2025-07-30,,,6218.0,CL-2023-to-present.pdf,6221.0,2025-07-29,5483.0,5502.0,-0.0004822375823823055,decrease,CL-1,88,120,0.05,False,False,False
CL,2025-07-31,,,6211.0,CL-2023-to-present.pdf,6218.0,2025-07-30,5475.0,5483.0,-0.0011257639112254303,decrease,CL-1,115,120,0.025,False,False,False
CL,2025-08-01,,,6195.0,CL-2023-to-present.pdf,6211.0,2025-07-31,5482.0,5475.0,-0.002576074706166498,decrease,CL-1,106,120,0.067,False,False,False
CL,2025-08-04,,,6203.0,CL-2023-to-present.pdf,6195.0,2025-08-01,5499.0,5482.0,0.001291364003228379,increase,CL-1,108,120,0.034,False,False,False
CL,2025-08-05,,,6198.0,CL-2023-to-present.pdf,6203.0,2025-08-04,5494.0,5499.0,-0.0008060615831049223,decrease,CL-1,111,120,0.059,False,False,False
CL,2025-08-06,,,6201.0,CL-2023-to-present.pdf,6198.0,2025-08-05,5477.0,5494.0,0.0004840271055179812,increase,CL-1,94,120,0.05,False,False,False
CL,2025-08-07,,,6227.0,CL-2023-to-present.pdf,6201.0,2025-08-06,5455.0,5477.0,0.004192872117400492,increase,CL-1,109,120,0.067,False,False,False
CL,2025-08-08,,,6220.0,CL-2023-to-present.pdf,6227.0,2025-08-07,5428.0,5455.0,-0.0011241368235105353,decrease,CL-1,103,120,0.042,False,False,False
CL,2025-08-11,,,6211.0,CL-2023-to-present.pdf,6220.0,2025-08-08,5417.0,5428.0,-0.0014469453376205754,decrease,CL-1,73,120,0.034,False,False,False
CL,2025-08-12,,,6215.0,CL-2023-to-present.pdf,6211.0,2025-08-11,5427.0,5417.0,0.0006440186765415135,increase,CL-1,60,120,0.017,False,False,False
CL,2025-08-13,,,6213.0,CL-2023-to-present.pdf,6215.0,2025-08-12,5431.0,5427.0,-0.00032180209171361884,decrease,CL-1,45,120,0.025,False,False,False
CL,2025-08-14,,,6196.0,CL-2023-to-present.pdf,6213.0,2025-08-13,5413.0,5431.0,-0.0027361982938999274,decrease,CL-1,87,120,0.025,False,False,False
CL,2025-08-15,,,6204.0,CL-2023-to-present.pdf,6196.0,2025-08-14,5435.0,5413.0,0.0012911555842478606,increase,CL-1,87,120,0.025,False,False,False
CL,2025-08-18,,,6219.0,CL-2023-to-present.pdf,6204.0,2025-08-15,5453.0,5435.0,0.0024177949709864865,increase,CL-1,94,120,0.05,False,False,False
CL,2025-08-19,,,6237.0,CL-2023-to-present.pdf,6219.0,2025-08-18,5493.0,5453.0,0.0028943560057888007,increase,CL-1,106,120,0.059,False,False,False
CL,2025-08-20,,,6241.0,CL-2023-to-present.pdf,6237.0,2025-08-19,5494.0,5493.0,0.0006413339746673685,increase,CL-1,89,120,0.034,False,False,False
CL,2025-08-21,,,6212.0,CL-2023-to-present.pdf,6241.0,2025-08-20,5498.0,5494.0,-0.004646691235378975,decrease,CL-1,108,120,0.042,False,False,False
CL,2025-08-22,,,6216.0,CL-2023-to-present.pdf,6212.0,2025-08-21,5491.0,5498.0,0.0006439150032195862,increase,CL-1,107,120,0.025,False,False,False
CL,2025-08-25,,,6230.0,CL-2023-to-present.pdf,6216.0,2025-08-22,5490.0,5491.0,0.0022522522522523403,increase,CL-1,69,120,0.025,False,False,False
CL,2025-08-26,,,6226.0,CL-2023-to-present.pdf,6230.0,2025-08-25,5497.0,5490.0,-0.0006420545746388395,decrease,CL-1,85,120,0.042,False,False,False
CL,2025-08-27,,,6235.0,CL-2023-to-present.pdf,6226.0,2025-08-26,5430.0,5497.0,0.00144555091551557,increase,CL-1,116,120,0.025,False,False,False
CL,2025-08-28,,,6244.0,CL-2023-to-present.pdf,6235.0,2025-08-27,5437.0,5430.0,0.0014434643143543813,increase,CL-1,86,120,0.034,False,False,False
CL,2025-08-29,,,6235.0,CL-2023-to-present.pdf,6244.0,2025-08-28,5435.0,5437.0,-0.0014413837283792086,decrease,CL-1,83,120,0.025,False,False,False
CL,2025-09-02,,,6233.0,CL-2023-to-present.pdf,6235.0,2025-09-01,5427.0,5435.0,-0.0003207698476342946,decrease,CL-1,103,120,0.042,False,False,False
CL,2025-09-03,,,6240.0,CL-2023-to-present.pdf,6233.0,2025-09-02,5443.0,5427.0,0.0011230547088079135,increase,CL-1,98,120,0.034,False,False,False
CL,2025-09-04,,,6235.0,CL-2023-to-present.pdf,6240.0,2025-09-03,5445.0,5443.0,-0.0008012820512820484,decrease,CL-1,83,120,0.042,False,False,False
CL,2025-09-05,,,6232.0,CL-2023-to-present.pdf,6235.0,2025-09-04,5444.0,5445.0,-0.00048115477145149743,decrease,CL-1,82,120,0.008,False,False,False
CL,2025-09-08,,,6240.0,CL-2023-to-present.pdf,6232.0,2025-09-05,5452.0,5444.0,0.0012836970474967568,increase,CL-1,110,120,0.067,False,False,False
CL,2025-09-09,,,6239.0,CL-2023-to-present.pdf,6240.0,2025-09-08,5450.0,5452.0,-0.0001602564102564097,decrease,CL-1,102,120,0.059,False,False,False
CL,2025-09-10,,,6244.0,CL-2023-to-present.pdf,6239.0,2025-09-09,5451.0,5450.0,0.0008014104824491941,increase,CL-1,99,120,0.025,False,False,False
CL,2025-09-11,,,6246.0,CL-2023-to-present.pdf,6244.0,2025-09-10,5458.0,5451.0,0.00032030749519540436,increase,CL-1,97,120,0.025,False,False,False
CL,2025-09-12,,,6245.0,CL-2023-to-present.pdf,6246.0,2025-09-11,5459.0,5458.0,-0.00016010246557796037,decrease,CL-1,90,120,0.076,False,False,False
CL,2025-09-15,,,6254.0,CL-2023-to-present.pdf,6245.0,2025-09-12,5468.0,5459.0,0.0014411529223379294,increase,CL-1,108,120,0.017,False,False,False
CL,2025-09-16,,,6270.0,CL-2023-to-present.pdf,6254.0,2025-09-15,5451.0,5468.0,0.002558362647905321,increase,CL-1,107,120,0.05,False,False,False
CL,2025-09-17,,,6256.0,CL-2023-to-present.pdf,6270.0,2025-09-16,5435.0,5451.0,-0.0022328548644338087,decrease,CL-1,96,120,0.067,False,False,False
CL,2025-09-18,,,6256.0,CL-2023-to-present.pdf,6256.0,2025-09-17,5417.0,5435.0,0.0,short_side_only_change,CL-1,83,120,0.042,False,False,False
CL,2025-09-19,,,6265.0,CL-2023-to-present.pdf,6256.0,2025-09-18,5422.0,5417.0,0.0014386189258313031,increase,CL-1,73,120,0.034,False,False,False
CL,2025-09-22,,,6264.0,CL-2023-to-present.pdf,6265.0,2025-09-19,5429.0,5422.0,-0.00015961691939347933,decrease,CL-1,84,120,0.034,False,False,False
CL,2025-09-23,,,6225.0,CL-2023-to-present.pdf,6264.0,2025-09-22,5413.0,5429.0,-0.00622605363984674,decrease,CL-1,72,120,0.025,False,False,False
CL,2025-09-24,,,6233.0,CL-2023-to-present.pdf,6225.0,2025-09-23,5419.0,5413.0,0.001285140562248932,increase,CL-1,94,120,0.059,False,False,False
CL,2025-09-25,,,6235.0,CL-2023-to-present.pdf,6233.0,2025-09-24,5425.0,5419.0,0.0003208727739452133,increase,CL-1,59,120,0.017,False,False,False
CL,2025-09-26,,,6234.0,CL-2023-to-present.pdf,6235.0,2025-09-25,5422.0,5425.0,-0.00016038492381720282,decrease,CL-1,55,120,0.05,False,False,False
CL,2025-09-29,,,6240.0,CL-2023-to-present.pdf,6234.0,2025-09-26,5424.0,5422.0,0.0009624639076035724,increase,CL-1,102,120,0.059,False,False,False
CL,2025-09-30,,,6244.0,CL-2023-to-present.pdf,6240.0,2025-09-29,5430.0,5424.0,0.0006410256410256387,increase,CL-1,72,120,0.042,False,False,False
CL,2025-10-01,,,6247.0,CL-2023-to-present.pdf,6244.0,2025-09-30,5440.0,5430.0,0.00048046124279310654,increase,CL-1,85,120,0.05,False,False,False
CL,2025-10-02,,,6252.0,CL-2023-to-present.pdf,6247.0,2025-10-01,5450.0,5440.0,0.0008003841844084203,increase,CL-1,105,120,0.042,False,False,False
CL,2025-10-03,,,6255.0,CL-2023-to-present.pdf,6252.0,2025-10-02,5473.0,5450.0,0.0004798464491362342,increase,CL-1,105,120,0.059,False,False,False
CL,2025-10-06,,,6252.0,CL-2023-to-present.pdf,6255.0,2025-10-03,5455.0,5473.0,-0.0004796163069544779,decrease,CL-1,113,120,0.05,False,False,False
CL,2025-10-07,,,6253.0,CL-2023-to-present.pdf,6252.0,2025-10-06,5463.0,5455.0,0.00015994881637881875,increase,CL-1,78,120,0.017,False,False,False
CL,2025-10-08,,,6246.0,CL-2023-to-present.pdf,6253.0,2025-10-07,5476.0,5463.0,-0.001119462657924175,decrease,CL-1,103,120,0.059,False,False,False
CL,2025-10-09,,,6253.0,CL-2023-to-present.pdf,6246.0,2025-10-08,5480.0,5476.0,0.0011207172590457226,increase,CL-1,95,120,0.034,False,False,False
CL,2025-10-10,,,6259.0,CL-2023-to-present.pdf,6253.0,2025-10-09,5468.0,5480.0,0.0009595394210779595,increase,CL-1,116,120,0.034,False,False,False
CL,2025-10-13,,,6252.0,CL-2023-to-present.pdf,6259.0,2025-10-10,5483.0,5468.0,-0.0011183895190924886,decrease,CL-1,112,120,0.017,False,False,False
CL,2025-10-14,,,6243.0,CL-2023-to-present.pdf,6252.0,2025-10-13,5465.0,5483.0,-0.0014395393474088136,decrease,CL-1,100,120,0.025,False,False,False
CL,2025-10-15,,,6244.0,CL-2023-to-present.pdf,6243.0,2025-10-14,5457.0,5465.0,0.00016017940092893923,increase,CL-1,54,120,0.067,False,False,False
CL,2025-10-16,,,6243.0,CL-2023-to-present.pdf,6244.0,2025-10-15,5446.0,5457.0,-0.00016015374759770218,decrease,CL-1,105,120,0.025,False,False,False
CL,2025-10-17,,,6248.0,CL-2023-to-present.pdf,6243.0,2025-10-16,5425.0,5446.0,0.0008008970046451402,increase,CL-1,105,120,0.067,False,False,False
CL,2025-10-20,,,6251.0,CL-2023-to-present.pdf,6248.0,2025-10-17,5454.0,5425.0,0.00048015364916764725,increase,CL-1,79,120,0.025,False,False,False
CL,2025-10-21,,,6242.0,CL-2023-to-present.pdf,6251.0,2025-10-20,5460.0,5454.0,-0.0014397696368581014,decrease,CL-1,88,120,0.067,False,False,False
CL,2025-10-22,,,6187.0,CL-2023-to-present.pdf,6242.0,2025-10-21,5456.0,5460.0,-0.008811278436398617,decrease,CL-1,92,120,0.067,False,False,False
CL,2025-10-23,,,6187.0,CL-2023-to-present.pdf,6187.0,2025-10-22,5494.0,5456.0,0.0,short_side_only_change,CL-1,111,120,0.025,False,False,False
CL,2025-10-24,,,5598.0,CL-2023-to-present.pdf,6187.0,2025-10-23,4954.0,5494.0,-0.09519961208986583,decrease,CL-1,120,120,0.0,False,False,False
CL,2025-10-27,,,5597.0,CL-2023-to-present.pdf,5598.0,2025-10-24,4950.0,4954.0,-0.00017863522686678568,decrease,CL-1,102,120,0.025,False,False,False
CL,2025-10-28,,,5594.0,CL-2023-to-present.pdf,5597.0,2025-10-27,4942.0,4950.0,-0.0005360014293371851,decrease,CL-1,89,120,0.059,False,False,False
CL,2025-10-29,,,5596.0,CL-2023-to-present.pdf,5594.0,2025-10-28,4939.0,4942.0,0.0003575259206292092,increase,CL-1,32,120,0.076,False,False,False
CL,2025-10-30,,,5613.0,CL-2023-to-present.pdf,5596.0,2025-10-29,4953.0,4939.0,0.003037884203002106,increase,CL-1,107,120,0.034,False,False,False
CL,2025-10-31,,,5602.0,CL-2023-to-present.pdf,5613.0,2025-10-30,4944.0,4953.0,-0.001959736326385131,decrease,CL-1,110,120,0.034,False,False,False
CL,2025-11-03,,,5612.0,CL-2023-to-present.pdf,5602.0,2025-10-31,4956.0,4944.0,0.00178507675830053,increase,CL-1,95,120,0.025,False,False,False
CL,2025-11-04,,,5607.0,CL-2023-to-present.pdf,5612.0,2025-11-03,4951.0,4956.0,-0.0008909479686386446,decrease,CL-1,104,120,0.042,False,False,False
CL,2025-11-05,,,5608.0,CL-2023-to-present.pdf,5607.0,2025-11-04,4955.0,4951.0,0.00017834849295517152,increase,CL-1,72,120,0.059,False,False,False
CL,2025-11-06,,,5616.0,CL-2023-to-present.pdf,5608.0,2025-11-05,4969.0,4955.0,0.0014265335235377208,increase,CL-1,92,120,0.042,False,False,False
CL,2025-11-07,,,5609.0,CL-2023-to-present.pdf,5616.0,2025-11-06,4966.0,4969.0,-0.001246438746438705,decrease,CL-1,96,120,0.059,False,False,False
CL,2025-11-10,,,5241.0,CL-2023-to-present.pdf,5609.0,2025-11-07,4600.0,4966.0,-0.06560884293100377,decrease,CL-1,120,120,0.0,False,False,False
CL,2025-11-11,,,5253.0,CL-2023-to-present.pdf,5241.0,2025-11-10,4623.0,4600.0,0.0022896393817972704,increase,CL-1,107,120,0.059,False,False,False
CL,2025-11-12,,,5225.0,CL-2023-to-present.pdf,5253.0,2025-11-11,4585.0,4623.0,-0.005330287454787697,decrease,CL-1,118,120,0.059,False,False,False
CL,2025-11-13,,,5215.0,CL-2023-to-present.pdf,5225.0,2025-11-12,4580.0,4585.0,-0.00191387559808609,decrease,CL-1,82,120,0.076,False,False,False
CL,2025-11-14,,,5233.0,CL-2023-to-present.pdf,5215.0,2025-11-13,4586.0,4580.0,0.0034515819750720045,increase,CL-1,105,120,0.05,False,False,False
CL,2025-11-17,,,5239.0,CL-2023-to-present.pdf,5233.0,2025-11-14,4601.0,4586.0,0.001146569845213108,increase,CL-1,102,120,0.076,False,False,False
CL,2025-11-18,,,5260.0,CL-2023-to-present.pdf,5239.0,2025-11-17,4624.0,4601.0,0.004008398549341541,increase,CL-1,100,120,0.084,False,False,False
CL,2025-11-19,,,5227.0,CL-2023-to-present.pdf,5260.0,2025-11-18,4619.0,4624.0,-0.006273764258555081,decrease,CL-1,106,120,0.034,False,False,False
CL,2025-11-20,,,5237.0,CL-2023-to-present.pdf,5227.0,2025-11-19,4631.0,4619.0,0.0019131432944328175,increase,CL-1,72,120,0.059,False,False,False
CL,2025-11-21,,,5204.0,CL-2023-to-present.pdf,5237.0,2025-11-20,4576.0,4631.0,-0.006301317548214613,decrease,CL-1,108,120,0.042,False,False,False
CL,2025-11-24,,,5208.0,CL-2023-to-present.pdf,5204.0,2025-11-21,4572.0,4576.0,0.000768639508070823,increase,CL-1,49,120,0.042,False,False,False
CL,2025-11-25,,,5215.0,CL-2023-to-present.pdf,5208.0,2025-11-24,4582.0,4572.0,0.0013440860215054862,increase,CL-1,107,120,0.025,False,False,False
CL,2025-11-26,,,5222.0,CL-2023-to-present.pdf,5215.0,2025-11-25,4589.0,4582.0,0.0013422818791946067,increase,CL-1,96,120,0.05,False,False,False
CL,2025-11-28,,,5212.0,CL-2023-to-present.pdf,5222.0,2025-11-27,4592.0,4589.0,-0.0019149751053236796,decrease,CL-1,95,120,0.034,False,False,False
CL,2025-12-01,,,5222.0,CL-2023-to-present.pdf,5212.0,2025-11-28,4598.0,4592.0,0.0019186492709133418,increase,CL-1,91,120,0.042,False,False,False
CL,2025-12-02,,,5216.0,CL-2023-to-present.pdf,5222.0,2025-12-01,4599.0,4598.0,-0.0011489850631941634,decrease,CL-1,94,120,0.042,False,False,False
CL,2025-12-03,,,5214.0,CL-2023-to-present.pdf,5216.0,2025-12-02,4612.0,4599.0,-0.0003834355828220559,decrease,CL-1,72,120,0.067,False,False,False
CL,2025-12-04,,,5224.0,CL-2023-to-present.pdf,5214.0,2025-12-03,4614.0,4612.0,0.001917913310318431,increase,CL-1,33,120,0.025,False,False,False
CL,2025-12-05,,,5232.0,CL-2023-to-present.pdf,5224.0,2025-12-04,4614.0,4614.0,0.0015313935681469104,increase,CL-1,90,120,0.025,False,False,False
CL,2025-12-08,,,5227.0,CL-2023-to-present.pdf,5232.0,2025-12-05,4619.0,4614.0,-0.0009556574923547112,decrease,CL-1,108,120,0.034,False,False,False
CL,2025-12-09,,,4252.0,CL-2023-to-present.pdf,5227.0,2025-12-08,3728.0,4619.0,-0.18653147120719338,decrease,CL-1,120,120,0.0,False,False,False
CL,2025-12-10,,,4260.0,CL-2023-to-present.pdf,4252.0,2025-12-09,3737.0,3728.0,0.0018814675446847673,increase,CL-1,95,120,0.067,False,False,False
CL,2025-12-11,,,4260.0,CL-2023-to-present.pdf,4260.0,2025-12-10,3745.0,3737.0,0.0,short_side_only_change,CL-1,93,120,0.059,False,False,False
CL,2025-12-12,,,4246.0,CL-2023-to-present.pdf,4260.0,2025-12-11,3740.0,3745.0,-0.00328638497652578,decrease,CL-1,103,120,0.017,False,False,False
CL,2025-12-15,,,4244.0,CL-2023-to-present.pdf,4246.0,2025-12-12,3769.0,3740.0,-0.00047103155911443206,decrease,CL-1,99,120,0.067,False,False,False
CL,2025-12-16,,,4224.0,CL-2023-to-present.pdf,4244.0,2025-12-15,3764.0,3769.0,-0.004712535344015056,decrease,CL-1,110,120,0.025,False,False,False
CL,2025-12-17,,,4222.0,CL-2023-to-present.pdf,4224.0,2025-12-16,3779.0,3764.0,-0.00047348484848486194,decrease,CL-1,91,120,0.059,False,False,False
CL,2025-12-18,,,4224.0,CL-2023-to-present.pdf,4222.0,2025-12-17,3808.0,3779.0,0.000473709142586376,increase,CL-1,67,120,0.042,False,False,False
CL,2025-12-19,,,4248.0,CL-2023-to-present.pdf,4224.0,2025-12-18,3757.0,3808.0,0.005681818181818121,increase,CL-1,93,120,0.05,False,False,False
CL,2025-12-22,,,4219.0,CL-2023-to-present.pdf,4248.0,2025-12-19,3711.0,3757.0,-0.006826741996233565,decrease,CL-1,96,120,0.084,False,False,False
CL,2025-12-23,,,4211.0,CL-2023-to-present.pdf,4219.0,2025-12-22,3707.0,3711.0,-0.0018961839298411443,decrease,CL-1,99,120,0.008,False,False,False
CL,2025-12-24,,,4209.0,CL-2023-to-present.pdf,4211.0,2025-12-23,3716.0,3707.0,-0.00047494656851099215,decrease,CL-1,74,120,0.05,False,False,False
CL,2025-12-26,,,4225.0,CL-2023-to-present.pdf,4209.0,2025-12-25,3732.0,3716.0,0.0038013779995247354,increase,CL-1,113,120,0.042,False,False,False
CL,2025-12-29,,,4229.0,CL-2023-to-present.pdf,4225.0,2025-12-26,3735.0,3732.0,0.0009467455621301468,increase,CL-1,103,120,0.034,False,False,False
CL,2025-12-30,,,4221.0,CL-2023-to-present.pdf,4229.0,2025-12-29,3730.0,3735.0,-0.0018917001655237575,decrease,CL-1,109,120,0.025,False,False,False
CL,2025-12-31,,,4216.0,CL-2023-to-present.pdf,4221.0,2025-12-30,3736.0,3730.0,-0.0011845534233594357,decrease,CL-1,99,120,0.025,False,False,False
CL,2026-01-02,,,4213.0,CL-2023-to-present.pdf,4216.0,2025-12-31,3738.0,3736.0,-0.0007115749525616888,decrease,CL-1,72,120,0.042,False,False,False
CL,2026-01-05,,,4208.0,CL-2023-to-present.pdf,4213.0,2026-01-02,3735.0,3738.0,-0.0011868027533823433,decrease,CL-1,103,120,0.05,False,False,False
CL,2026-01-06,,,4210.0,CL-2023-to-present.pdf,4208.0,2026-01-05,3750.0,3735.0,0.00047528517110273505,increase,CL-1,86,120,0.067,False,False,False
CL,2026-01-07,,,4212.0,CL-2023-to-present.pdf,4210.0,2026-01-06,3753.0,3750.0,0.00047505938242276,increase,CL-1,98,120,0.05,False,False,False
CL,2026-01-08,,,4239.0,CL-2023-to-present.pdf,4212.0,2026-01-07,3765.0,3753.0,0.0064102564102563875,increase,CL-1,114,120,0.05,False,False,False
CL,2026-01-09,,,4228.0,CL-2023-to-present.pdf,4239.0,2026-01-08,3756.0,3765.0,-0.0025949516395376016,decrease,CL-1,108,120,0.025,False,False,False
CL,2026-01-12,,,4235.0,CL-2023-to-present.pdf,4228.0,2026-01-09,3761.0,3756.0,0.0016556291390728006,increase,CL-1,109,120,0.034,False,False,False
CL,2026-01-13,,,4256.0,CL-2023-to-present.pdf,4235.0,2026-01-12,3764.0,3761.0,0.0049586776859504855,increase,CL-1,107,120,0.025,False,False,False
CL,2026-01-14,,,4314.0,CL-2023-to-present.pdf,4256.0,2026-01-13,3782.0,3764.0,0.013627819548872155,increase,CL-1,104,120,0.034,False,False,False
CL,2026-01-15,,,4283.0,CL-2023-to-present.pdf,4314.0,2026-01-14,3771.0,3782.0,-0.007185906351414029,decrease,CL-1,105,120,0.042,False,False,False
CL,2026-01-16,,,4322.0,CL-2023-to-present.pdf,4283.0,2026-01-15,3766.0,3771.0,0.009105766985757713,increase,CL-1,81,120,0.034,False,False,False
CL,2026-01-20,,,4337.0,CL-2023-to-present.pdf,4322.0,2026-01-19,3779.0,3766.0,0.003470615455807513,increase,CL-1,109,120,0.025,False,False,False
CL,2026-01-21,,,4206.0,CL-2023-to-present.pdf,4337.0,2026-01-20,3703.0,3779.0,-0.030205210975328578,decrease,CL-1,115,119,0.025,False,False,False
CL,2026-01-22,,,4206.0,CL-2023-to-present.pdf,4206.0,2026-01-21,3682.0,3703.0,0.0,short_side_only_change,CL-1,53,119,0.059,False,False,False
CL,2026-01-23,,,4225.0,CL-2023-to-present.pdf,4206.0,2026-01-22,3688.0,3682.0,0.004517356157869745,increase,CL-1,75,119,0.042,False,False,False
CL,2026-01-26,,,4210.0,CL-2023-to-present.pdf,4225.0,2026-01-23,3710.0,3688.0,-0.0035502958579881616,decrease,CL-1,80,119,0.068,False,False,False
CL,2026-01-27,,,4235.0,CL-2023-to-present.pdf,4210.0,2026-01-26,3760.0,3710.0,0.005938242280284944,increase,CL-1,105,119,0.042,False,False,False
CL,2026-01-28,,,4262.0,CL-2023-to-present.pdf,4235.0,2026-01-27,3717.0,3760.0,0.006375442739079196,increase,CL-1,78,119,0.051,False,False,False
CL,2026-01-29,,,4341.0,CL-2023-to-present.pdf,4262.0,2026-01-28,3819.0,3717.0,0.018535898639136628,increase,CL-1,94,119,0.051,False,False,False
CL,2026-01-30,,,4315.0,CL-2023-to-present.pdf,4341.0,2026-01-29,3840.0,3819.0,-0.0059894033632803545,decrease,CL-1,60,119,0.051,False,False,False
CL,2026-02-02,,,4250.0,CL-2023-to-present.pdf,4315.0,2026-01-30,3707.0,3840.0,-0.015063731170335992,decrease,CL-1,116,119,0.051,False,False,False
CL,2026-02-03,,,4275.0,CL-2023-to-present.pdf,4250.0,2026-02-02,3739.0,3707.0,0.00588235294117645,increase,CL-1,87,119,0.042,False,False,False
CL,2026-02-04,,,4409.0,CL-2023-to-present.pdf,4275.0,2026-02-03,3862.0,3739.0,0.03134502923976612,increase,CL-1,103,119,0.059,False,False,False
CL,2026-02-05,,,4296.0,CL-2023-to-present.pdf,4409.0,2026-02-04,3802.0,3862.0,-0.025629394420503493,decrease,CL-1,102,119,0.042,False,False,False
CL,2026-02-06,,,4304.0,CL-2023-to-present.pdf,4296.0,2026-02-05,3792.0,3802.0,0.0018621973929235924,increase,CL-1,97,119,0.059,False,False,False
CL,2026-02-09,,,4353.0,CL-2023-to-present.pdf,4304.0,2026-02-06,3819.0,3792.0,0.011384758364312297,increase,CL-1,78,119,0.059,False,False,False
CL,2026-02-10,,,4320.0,CL-2023-to-present.pdf,4353.0,2026-02-09,3792.0,3819.0,-0.007580978635423841,decrease,CL-1,70,119,0.085,False,False,False
CL,2026-02-11,,,4353.0,CL-2023-to-present.pdf,4320.0,2026-02-10,3830.0,3792.0,0.007638888888888973,increase,CL-1,106,119,0.025,False,False,False
CL,2026-02-12,,,4279.0,CL-2023-to-present.pdf,4353.0,2026-02-11,3769.0,3830.0,-0.016999770273374737,decrease,CL-1,113,119,0.042,False,False,False
CL,2026-02-13,,,4291.0,CL-2023-to-present.pdf,4279.0,2026-02-12,3776.0,3769.0,0.0028043935498949235,increase,CL-1,96,119,0.042,False,False,False
CL,2026-02-17,,,4299.0,CL-2023-to-present.pdf,4291.0,2026-02-16,3783.0,3776.0,0.0018643672803542177,increase,CL-1,96,119,0.034,False,False,False
CL,2026-02-18,,,4487.0,CL-2023-to-present.pdf,4299.0,2026-02-17,3964.0,3783.0,0.04373110025587357,increase,CL-1,113,119,0.025,False,False,False
CL,2026-02-19,,,4618.0,CL-2023-to-present.pdf,4487.0,2026-02-18,4018.0,3964.0,0.02919545353242703,increase,CL-1,78,119,0.017,False,False,False
CL,2026-02-20,,,4599.0,CL-2023-to-present.pdf,4618.0,2026-02-19,4003.0,4018.0,-0.0041143352100476704,decrease,CL-1,58,119,0.017,False,False,False
CL,2026-02-23,,,4494.0,CL-2023-to-present.pdf,4599.0,2026-02-20,3859.0,4003.0,-0.022831050228310557,decrease,CL-1,109,118,0.059,False,False,False
CL,2026-02-24,,,4434.0,CL-2023-to-present.pdf,4494.0,2026-02-23,3845.0,3859.0,-0.013351134846461998,decrease,CL-1,103,118,0.017,False,False,False
CL,2026-02-25,,,4408.0,CL-2023-to-present.pdf,4434.0,2026-02-24,3848.0,3845.0,-0.0058637798827243515,decrease,CL-1,93,118,0.051,False,False,False
CL,2026-02-26,,,4367.0,CL-2023-to-present.pdf,4408.0,2026-02-25,3812.0,3848.0,-0.009301270417422902,decrease,CL-1,79,118,0.026,False,False,False
CL,2026-02-27,,,4508.0,CL-2023-to-present.pdf,4367.0,2026-02-26,3914.0,3812.0,0.032287611632699775,increase,CL-1,102,118,0.043,False,False,False
CL,2026-03-02,,,6490.0,CL-2023-to-present.pdf,4508.0,2026-02-27,5679.0,3914.0,0.43966282165039927,increase,CL-1,118,118,0.0,False,False,False
CL,2026-03-03,,,6524.0,CL-2023-to-present.pdf,6490.0,2026-03-02,5748.0,5679.0,0.005238828967642606,increase,CL-1,103,118,0.0,False,False,False
CL,2026-03-04,,,6513.0,CL-2023-to-present.pdf,6524.0,2026-03-03,5766.0,5748.0,-0.0016860821581851093,decrease,CL-1,107,118,0.043,False,False,False
CL,2026-03-05,,,6567.0,CL-2023-to-present.pdf,6513.0,2026-03-04,5952.0,5766.0,0.008291110087517373,increase,CL-1,112,118,0.0,False,False,False
CL,2026-03-06,,,6773.0,CL-2023-to-present.pdf,6567.0,2026-03-05,6351.0,5952.0,0.03136896604233286,increase,CL-1,114,118,0.017,False,False,False
CL,2026-03-09,,,8920.0,CL-2023-to-present.pdf,6773.0,2026-03-06,8584.0,6351.0,0.3169939465524878,increase,CL-1,118,118,0.0,False,False,False
CL,2026-03-10,,,8798.0,CL-2023-to-present.pdf,8920.0,2026-03-09,8681.0,8584.0,-0.013677130044843056,decrease,CL-1,116,118,0.0,False,False,False
