product,effective_date,maintenance,margin_short,prev_maintenance,direction,source_file,capture_ts
SP_fullsize,2025-08-19,21329.0,20020.0,21315.0,increase,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-08-20,21338.0,20011.0,21329.0,increase,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-08-21,21347.0,20000.0,21338.0,increase,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-08-22,21317.0,20035.0,21347.0,decrease,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-08-25,21328.0,20023.0,21317.0,increase,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-08-26,21320.0,20031.0,21328.0,decrease,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-08-27,21317.0,20035.0,21320.0,decrease,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-08-28,21312.0,20041.0,21317.0,decrease,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-08-29,21329.0,20022.0,21312.0,increase,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-09-02,21346.0,20002.0,21329.0,increase,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-09-03,21337.0,20013.0,21346.0,decrease,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-09-04,21320.0,20032.0,21337.0,decrease,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-09-05,21329.0,20022.0,21320.0,increase,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-09-08,21325.0,20026.0,21329.0,decrease,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-09-09,21321.0,20031.0,21325.0,decrease,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-09-10,21317.0,20036.0,21321.0,decrease,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-09-11,20932.0,20055.0,21317.0,decrease,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-09-12,20936.0,20051.0,20932.0,increase,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-09-15,20926.0,20062.0,20936.0,decrease,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-09-16,20932.0,20056.0,20926.0,increase,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-09-17,20937.0,20050.0,20932.0,increase,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-09-18,20927.0,20061.0,20937.0,decrease,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-09-19,20919.0,20071.0,20927.0,decrease,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-09-22,20911.0,20081.0,20919.0,decrease,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-09-23,20926.0,20064.0,20911.0,increase,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-09-24,20936.0,20052.0,20926.0,increase,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-09-25,20949.0,20037.0,20936.0,increase,SP-2024-to-present.pdf,20251026205709
SP_fullsize,2025-09-26,20938.0,20050.0,20949.0,decrease,SP-2024-to-present.pdf,20251026205709
ZC,2009-01-02,1500.0,,,series_start,C_2009_to_2013.pdf,20171129074758
ZC,2009-05-06,1200.0,,1500.0,decrease,C_2009_to_2013.pdf,20171129074758
ZC,2009-10-27,1100.0,,1200.0,decrease,C_2009_to_2013.pdf,20171129074758
ZC,2009-12-28,1000.0,,1100.0,decrease,C_2009_to_2013.pdf,20171129074758
ZC,2009-12-30,1100.0,,1000.0,increase,C_2009_to_2013.pdf,20171129074758
ZC,2009-12-31,1000.0,,1100.0,decrease,C_2009_to_2013.pdf,20171129074758
ZC,2010-01-04,1100.0,,1000.0,increase,C_2009_to_2013.pdf,20171129074758
ZC,2010-01-05,1000.0,,1100.0,decrease,C_2009_to_2013.pdf,20171129074758
ZC,2010-05-21,850.0,,1000.0,decrease,C_2009_to_2013.pdf,20171129074758
ZC,2010-07-23,950.0,,850.0,increase,C_2009_to_2013.pdf,20171129074758
ZC,2010-09-30,1100.0,,950.0,increase,C_2009_to_2013.pdf,20171129074758
ZC,2010-10-11,1500.0,,1100.0,increase,C_2009_to_2013.pdf,20171129074758
ZC,2011-04-01,1750.0,,1500.0,increase,C_2009_to_2013.pdf,20171129074758
ZC,2011-09-01,2000.0,,1750.0,increase,C_2009_to_2013.pdf,20171129074758
ZC,2011-09-15,1750.0,,2000.0,decrease,C_2009_to_2013.pdf,20171129074758
ZC,2012-06-27,2000.0,,1750.0,increase,C_2009_to_2013.pdf,20171129074758
ZC,2013-08-20,1500.0,,2000.0,decrease,C_2009_to_2013.pdf,20171129074758
ZC,2013-08-28,1750.0,,1500.0,increase,C_2009_to_2013.pdf,20171129074758
ZC,2014-05-09,1500.0,,1750.0,decrease,C_2014_to_present.pdf,20171129074842
ZC,2014-09-18,1250.0,,1500.0,decrease,C_2014_to_present.pdf,20171129074842
ZC,2014-11-03,1000.0,,1250.0,decrease,C_2014_to_present.pdf,20171129074842
ZC,2015-07-01,1250.0,,1000.0,increase,C_2014_to_present.pdf,20171129074842
ZC,2015-12-18,1000.0,,1250.0,decrease,C_2014_to_present.pdf,20171129074842
ZC,2016-03-10,900.0,,1000.0,decrease,C_2014_to_present.pdf,20171129074842
ZC,2016-04-25,1050.0,,900.0,increase,C_2014_to_present.pdf,20171129074842
ZC,2016-06-22,1250.0,,1050.0,increase,C_2014_to_present.pdf,20171129074842
ZC,2016-07-15,1400.0,,1250.0,increase,C_2014_to_present.pdf,20171129074842
ZC,2016-09-01,1150.0,,1400.0,decrease,C_2014_to_present.pdf,20171129074842
ZC,2016-09-22,1050.0,,1150.0,decrease,C_2014_to_present.pdf,20171129074842
ZC,2016-10-07,900.0,,1050.0,decrease,C_2014_to_present.pdf,20171129074842
ZC,2017-04-06,750.0,,900.0,decrease,C_2014_to_present.pdf,20171129074842
ZC,2017-06-12,850.0,,750.0,increase,C_2014_to_present.pdf,20171129074842
ZC,2017-09-29,750.0,,850.0,decrease,C_2014_to_present.pdf,20171129074842
ZC,2020-06-24,900.0,,750.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2020-07-24,850.0,,900.0,decrease,C-2020-to-present.pdf,20250910104450
ZC,2021-01-04,975.0,,850.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2021-01-06,1100.0,,975.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2021-01-14,1300.0,,1100.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2021-01-26,1400.0,,1300.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2021-02-05,1500.0,,1400.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2021-04-23,1700.0,,1500.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2021-04-29,1900.0,,1700.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2021-05-03,2050.0,,1900.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2021-05-07,2125.0,,2050.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2021-06-18,2325.0,,2125.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2021-06-22,2400.0,,2325.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2021-09-02,2100.0,,2400.0,decrease,C-2020-to-present.pdf,20250910104450
ZC,2021-09-17,1900.0,,2100.0,decrease,C-2020-to-present.pdf,20250910104450
ZC,2021-10-01,1725.0,,1900.0,decrease,C-2020-to-present.pdf,20250910104450
ZC,2021-10-20,1525.0,,1725.0,decrease,C-2020-to-present.pdf,20250910104450
ZC,2022-02-17,1750.0,,1525.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2022-02-28,1925.0,,1750.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2022-03-02,2150.0,,1925.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2022-03-07,2400.0,,2150.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2022-03-25,2650.0,,2400.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2022-05-17,2500.0,,2650.0,decrease,C-2020-to-present.pdf,20250910104450
ZC,2022-07-15,2700.0,,2500.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2022-09-16,2500.0,,2700.0,decrease,C-2020-to-present.pdf,20250910104450
ZC,2022-11-04,2250.0,,2500.0,decrease,C-2020-to-present.pdf,20250910104450
ZC,2023-02-16,2100.0,,2250.0,decrease,C-2020-to-present.pdf,20250910104450
ZC,2023-03-23,2000.0,,2100.0,decrease,C-2020-to-present.pdf,20250910104450
ZC,2023-04-21,1800.0,,2000.0,decrease,C-2020-to-present.pdf,20250910104450
ZC,2023-05-25,1700.0,,1800.0,decrease,C-2020-to-present.pdf,20250910104450
ZC,2023-06-23,1950.0,,1700.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2023-06-29,2250.0,,1950.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2023-07-03,2550.0,,2250.0,increase,C-2020-to-present.pdf,20250910104450
ZC,2023-09-21,2200.0,,2550.0,decrease,C-2020-to-present.pdf,20250910104450
ZC,2023-09-29,2000.0,,2200.0,decrease,C-2020-to-present.pdf,20250910104450
ZC,2023-10-06,1725.0,,2000.0,decrease,C-2020-to-present.pdf,20250910104450
ZC,2023-11-30,1575.0,,1725.0,decrease,C-2020-to-present.pdf,20250910104450
ZC,2024-01-10,1425.0,,1575.0,decrease,C-2020-to-present.pdf,20250910104450
ZC,2024-02-09,1300.0,,1425.0,decrease,C-2020-to-present.pdf,20250910104450
ZC,2024-08-02,1200.0,,1300.0,decrease,C-2020-to-present.pdf,20250910104450
ZC,2024-10-22,1050.0,,1200.0,decrease,C-2020-to-present.pdf,20250910104450
ZN,2014-01-02,1475.0,,,series_start,21_2014_to_present.pdf,20171129085339
ZN,2014-04-09,1300.0,,1475.0,decrease,21_2014_to_present.pdf,20171129085339
ZN,2014-09-19,1200.0,,1300.0,decrease,21_2014_to_present.pdf,20171129085339
ZN,2015-01-20,1350.0,,1200.0,increase,21_2014_to_present.pdf,20171129085339
ZN,2016-04-08,1250.0,,1350.0,decrease,21_2014_to_present.pdf,20171129085339
ZN,2016-06-27,1350.0,,1250.0,increase,21_2014_to_present.pdf,20171129085339
ZN,2016-11-11,1450.0,,1350.0,increase,21_2014_to_present.pdf,20171129085339
ZN,2017-05-12,1300.0,,1450.0,decrease,21_2014_to_present.pdf,20171129085339
ZN,2017-06-30,1150.0,,1300.0,decrease,21_2014_to_present.pdf,20171129085339
ZN,2017-10-20,1050.0,,1150.0,decrease,21_2014_to_present.pdf,20171129085339
ZN,2019-07-12,1100.0,,1050.0,increase,21-2019-to-present.pdf,20240704030627
ZN,2019-08-02,1200.0,,1100.0,increase,21-2019-to-present.pdf,20240704030627
ZN,2019-08-08,1300.0,,1200.0,increase,21-2019-to-present.pdf,20240704030627
ZN,2019-11-15,1150.0,,1300.0,decrease,21-2019-to-present.pdf,20240704030627
ZN,2020-03-03,1275.0,,1150.0,increase,21-2019-to-present.pdf,20240704030627
ZN,2020-03-09,1375.0,,1275.0,increase,21-2019-to-present.pdf,20240704030627
ZN,2020-03-11,1600.0,,1375.0,increase,21-2019-to-present.pdf,20240704030627
ZN,2020-03-13,1700.0,,1600.0,increase,21-2019-to-present.pdf,20240704030627
ZN,2020-03-19,1850.0,,1700.0,increase,21-2019-to-present.pdf,20240704030627
ZN,2020-04-14,2000.0,,1850.0,increase,21-2019-to-present.pdf,20240704030627
ZN,2020-05-26,1800.0,,2000.0,decrease,21-2019-to-present.pdf,20240704030627
ZN,2020-06-26,1700.0,,1800.0,decrease,21-2020-to-present.pdf,20250910111732
ZN,2020-07-21,1550.0,,1700.0,decrease,21-2020-to-present.pdf,20250910111732
ZN,2020-11-20,1400.0,,1550.0,decrease,21-2020-to-present.pdf,20250910111732
ZN,2021-01-08,1250.0,,1400.0,decrease,21-2020-to-present.pdf,20250910111732
ZN,2021-02-26,1400.0,,1250.0,increase,21-2020-to-present.pdf,20250910111732
ZN,2021-04-16,1525.0,,1400.0,increase,21-2020-to-present.pdf,20250910111732
ZN,2021-09-10,1400.0,,1525.0,decrease,21-2020-to-present.pdf,20250910111732
ZN,2021-11-12,1500.0,,1400.0,increase,21-2020-to-present.pdf,20250910111732
ZN,2022-02-15,1600.0,,1500.0,increase,21-2020-to-present.pdf,20250910111732
ZN,2022-04-01,1700.0,,1600.0,increase,21-2020-to-present.pdf,20250910111732
ZN,2022-06-21,1800.0,,1700.0,increase,21-2020-to-present.pdf,20250910111732
ZN,2022-09-30,2000.0,,1800.0,increase,21-2020-to-present.pdf,20250910111732
ZN,2022-11-14,2200.0,,2000.0,increase,21-2020-to-present.pdf,20250910111732
ZN,2023-01-06,1950.0,,2200.0,decrease,21-2020-to-present.pdf,20250910111732
ZN,2023-03-14,2250.0,,1950.0,increase,21-2020-to-present.pdf,20250910111732
ZN,2023-06-16,2100.0,,2250.0,decrease,21-2020-to-present.pdf,20250910111732
ZN,2023-07-21,2000.0,,2100.0,decrease,21-2020-to-present.pdf,20250910111732
ZN,2023-12-12,2125.0,,2000.0,increase,21-2020-to-present.pdf,20250910111732
ZN,2024-06-21,2000.0,,2125.0,decrease,21-2020-to-present.pdf,20250910111732
ZN,2024-11-01,2200.0,,2000.0,increase,21-2020-to-present.pdf,20250910111732
ZN,2024-11-14,2000.0,,2200.0,decrease,21-2020-to-present.pdf,20250910111732
ZN,2025-01-31,1875.0,,2000.0,decrease,21-2020-to-present.pdf,20250910111732
ZS,2009-01-02,3500.0,,,series_start,S_2009_to_2013.pdf,20171129082639
ZS,2009-05-06,3000.0,,3500.0,decrease,S_2009_to_2013.pdf,20171129082639
ZS,2009-10-27,2750.0,,3000.0,decrease,S_2009_to_2013.pdf,20171129082639
ZS,2010-05-21,2250.0,,2750.0,decrease,S_2009_to_2013.pdf,20171129082639
ZS,2010-07-02,2000.0,,2250.0,decrease,S_2009_to_2013.pdf,20171129082639
ZS,2010-10-11,2500.0,,2000.0,increase,S_2009_to_2013.pdf,20171129082639
ZS,2010-11-10,2750.0,,2500.0,increase,S_2009_to_2013.pdf,20171129082639
ZS,2010-11-19,3250.0,,2750.0,increase,S_2009_to_2013.pdf,20171129082639
ZS,2011-01-14,3500.0,,3250.0,increase,S_2009_to_2013.pdf,20171129082639
ZS,2011-06-13,3250.0,,3500.0,decrease,S_2009_to_2013.pdf,20171129082639
ZS,2011-07-25,2750.0,,3250.0,decrease,S_2009_to_2013.pdf,20171129082639
ZS,2011-09-06,2500.0,,2750.0,decrease,S_2009_to_2013.pdf,20171129082639
ZS,2012-06-27,3000.0,,2500.0,increase,S_2009_to_2013.pdf,20171129082639
ZS,2012-07-10,3750.0,,3000.0,increase,S_2009_to_2013.pdf,20171129082639
ZS,2013-01-15,3400.0,,3750.0,decrease,S_2009_to_2013.pdf,20171129082639
ZS,2013-08-20,3000.0,,3400.0,decrease,S_2009_to_2013.pdf,20171129082639
ZS,2013-08-28,3500.0,,3000.0,increase,S_2009_to_2013.pdf,20171129082639
ZS,2013-11-13,2900.0,,3500.0,decrease,S_2009_to_2013.pdf,20171129082639
ZS,2014-02-14,2500.0,,2900.0,decrease,S_2014_to_present.pdf,20171129083126
ZS,2014-05-09,3000.0,,2500.0,increase,S_2014_to_present.pdf,20171129083126
ZS,2014-09-18,2500.0,,3000.0,decrease,S_2014_to_present.pdf,20171129083126
ZS,2015-01-09,2250.0,,2500.0,decrease,S_2014_to_present.pdf,20171129083126
ZS,2015-02-20,2000.0,,2250.0,decrease,S_2014_to_present.pdf,20171129083126
ZS,2015-07-01,2300.0,,2000.0,increase,S_2014_to_present.pdf,20171129083126
ZS,2015-08-28,2600.0,,2300.0,increase,S_2014_to_present.pdf,20171129083126
ZS,2016-01-08,2100.0,,2600.0,decrease,S_2014_to_present.pdf,20171129083126
ZS,2016-02-19,1800.0,,2100.0,decrease,S_2014_to_present.pdf,20171129083126
ZS,2016-03-10,1500.0,,1800.0,decrease,S_2014_to_present.pdf,20171129083126
ZS,2016-04-22,1750.0,,1500.0,increase,S_2014_to_present.pdf,20171129083126
ZS,2016-04-29,2000.0,,1750.0,increase,S_2014_to_present.pdf,20171129083126
ZS,2016-05-11,2300.0,,2000.0,increase,S_2014_to_present.pdf,20171129083126
ZS,2016-06-03,2600.0,,2300.0,increase,S_2014_to_present.pdf,20171129083126
ZS,2016-07-01,2900.0,,2600.0,increase,S_2014_to_present.pdf,20171129083126
ZS,2016-07-08,3100.0,,2900.0,increase,S_2014_to_present.pdf,20171129083126
ZS,2016-09-22,2700.0,,3100.0,decrease,S_2014_to_present.pdf,20171129083126
ZS,2016-10-07,2400.0,,2700.0,decrease,S_2014_to_present.pdf,20171129083126
ZS,2017-01-20,2100.0,,2400.0,decrease,S_2014_to_present.pdf,20171129083126
ZS,2017-08-18,1900.0,,2100.0,decrease,S_2014_to_present.pdf,20171129083126
ZS,2020-06-24,1500.0,,1900.0,decrease,S-2020-to-present.pdf,20250910112322
ZS,2020-09-22,1650.0,,1500.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2020-10-07,1800.0,,1650.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2020-11-20,1900.0,,1800.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2020-12-29,2200.0,,1900.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2021-01-04,2400.0,,2200.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2021-01-06,2750.0,,2400.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2021-01-20,2950.0,,2750.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2021-01-26,3000.0,,2950.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2021-04-05,3350.0,,3000.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2021-04-23,3825.0,,3350.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2021-04-30,4100.0,,3825.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2021-06-18,4500.0,,4100.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2021-07-01,5000.0,,4500.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2021-09-17,4500.0,,5000.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2021-10-01,4050.0,,4500.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2021-10-06,3600.0,,4050.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2021-10-20,3100.0,,3600.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2021-11-03,2650.0,,3100.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2022-02-03,3050.0,,2650.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2022-02-17,3300.0,,3050.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2022-02-28,3600.0,,3300.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2022-03-02,3800.0,,3600.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2022-03-09,4200.0,,3800.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2022-03-25,4600.0,,4200.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2022-05-02,4000.0,,4600.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2022-07-15,4400.0,,4000.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2022-11-04,4000.0,,4400.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2022-12-09,3600.0,,4000.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2023-01-11,3300.0,,3600.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2023-01-13,3600.0,,3300.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2023-02-16,3300.0,,3600.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2023-03-23,3100.0,,3300.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2023-04-21,2800.0,,3100.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2023-05-25,2600.0,,2800.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2023-06-21,2850.0,,2600.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2023-06-23,3275.0,,2850.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2023-06-29,3600.0,,3275.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2023-07-03,4200.0,,3600.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2023-09-21,3700.0,,4200.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2023-09-29,3300.0,,3700.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2023-11-30,3000.0,,3300.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2024-01-10,2700.0,,3000.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2024-02-09,2400.0,,2700.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2024-08-02,2200.0,,2400.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2024-10-22,2000.0,,2200.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2025-04-08,2150.0,,2000.0,increase,S-2020-to-present.pdf,20260728070947
ZS,2025-08-01,2000.0,,2150.0,decrease,S-2020-to-present.pdf,20260728070947
ZS,2026-05-20,2200.0,,2000.0,increase,S-2020-to-present.pdf,20260728070947
